Lead,x1,Code,x2,Name,x3,Short description,x4,Source of tag,x5,Note,Trail
{ 34017,", new TiffTagInfo {IdInteger =",34017,", IdString = """,ColorSequence,""", ShortDescription = """,Sequence of colors if other than CMYK.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.8.3.2",""" , Note = """,For BP and BL only2,""" } },"
{ 34018,", new TiffTagInfo {IdInteger =",34018,", IdString = """,IT8Header,""", ShortDescription = """,Certain inherited headers.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.3",""" , Note = """,Obsolete,""" } },"
{ 34019,", new TiffTagInfo {IdInteger =",34019,", IdString = """,RasterPadding,""", ShortDescription = ""","Type of raster padding used, if any.",""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.6",""" , Note = """, ,""" } },"
{ 34020,", new TiffTagInfo {IdInteger =",34020,", IdString = """,BitsPerRunLength,""", ShortDescription = """,Number of bits for short run length encoding.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.6",""" , Note = """,For LW only2,""" } },"
{ 34021,", new TiffTagInfo {IdInteger =",34021,", IdString = """,BitsPerExtendedRunLength,""", ShortDescription = """,Number of bits for long run length encoding.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.6",""" , Note = """,For LW only2,""" } },"
{ 34022,", new TiffTagInfo {IdInteger =",34022,", IdString = """,ColorTable,""", ShortDescription = """,Color value in a color pallette.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.8.4",""" , Note = """,For BP and BL only2,""" } },"
{ 34023,", new TiffTagInfo {IdInteger =",34023,", IdString = """,ImageColorIndicator,""", ShortDescription = """,Indicates if image (foreground) color or transparency is specified.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.9",""" , Note = ""","For MP, BP, and BL only2",""" } },"
{ 34024,", new TiffTagInfo {IdInteger =",34024,", IdString = """,BackgroundColorIndicator,""", ShortDescription = """,Background color specification.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.9",""" , Note = """,For BP and BL only2,""" } },"
{ 34025,", new TiffTagInfo {IdInteger =",34025,", IdString = """,ImageColorValue,""", ShortDescription = """,Specifies image (foreground) color.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.8.4",""" , Note = ""","For MP, BP, and BL only2",""" } },"
{ 34026,", new TiffTagInfo {IdInteger =",34026,", IdString = """,BackgroundColorValue,""", ShortDescription = """,Specifies background color.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.8.4",""" , Note = """,For BP and BL only2,""" } },"
{ 34027,", new TiffTagInfo {IdInteger =",34027,", IdString = """,PixelIntensityRange,""", ShortDescription = """,Specifies data values for 0 percent and 100 percent pixel intensity.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.8.4",""" , Note = """,For MP only2,""" } },"
{ 34028,", new TiffTagInfo {IdInteger =",34028,", IdString = """,TransparencyIndicator,""", ShortDescription = """,Specifies if transparency is used in HC file.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.8.4",""" , Note = """,For HC only2,""" } },"
{ 34029,", new TiffTagInfo {IdInteger =",34029,", IdString = """,ColorCharacterization,""", ShortDescription = """,Specifies ASCII table or other reference per ISO 12641 and ISO 12642.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.8.4",""" , Note = """, ,""" } },"
{ 34030,", new TiffTagInfo {IdInteger =",34030,", IdString = """,HCUsage,""", ShortDescription = """,Indicates the type of information in an HC file.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.6",""" , Note = """,For HC only2,""" } },"
{ 34031,", new TiffTagInfo {IdInteger =",34031,", IdString = """,TrapIndicator,""", ShortDescription = """,Indicates whether or not trapping has been applied to the file.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.6",""" , Note = """, ,""" } },"
{ 34032,", new TiffTagInfo {IdInteger =",34032,", IdString = """,CMYKEquivalent,""", ShortDescription = """,Specifies CMYK equivalent for specific separations.,""" , SourceOfTag = "" ","TIFF/IT spec, 7.2.8.3.4",""" , Note = """, ,""" } },"
{ 34033,", new TiffTagInfo {IdInteger =",34033,", IdString = """,Reserved,""", ShortDescription = """,For future TIFF/IT use,""" , SourceOfTag = "" ",TIFF/IT spec,""" , Note = """, ,""" } },"
{ 34034,", new TiffTagInfo {IdInteger =",34034,", IdString = """,Reserved,""", ShortDescription = """,For future TIFF/IT use,""" , SourceOfTag = "" ",TIFF/IT spec,""" , Note = """, ,""" } },"
{ 34035,", new TiffTagInfo {IdInteger =",34035,", IdString = """,Reserved,""", ShortDescription = """,For future TIFF/IT use,""" , SourceOfTag = "" ",TIFF/IT spec,""" , Note = """, ,""" } },"
{ 34264,", new TiffTagInfo {IdInteger =",34264,", IdString = """,ModelTransformationTag,""", ShortDescription = """,Used in interchangeable GeoTIFF_1_0 files.,""" , SourceOfTag = "" ",Private,""" , Note = ""","In GeoTIFF_1_0, either this tag or 33922 must be defined, but not both",""" } },"
{ 34377,", new TiffTagInfo {IdInteger =",34377,", IdString = """,Photoshop,""", ShortDescription = """,Collection of Photoshop 'Image Resource Blocks'.,""" , SourceOfTag = "" ",Private,""" , Note = """, ,""" } },"
{ 34665,", new TiffTagInfo {IdInteger =",34665,", IdString = """,Exif IFD,""", ShortDescription = """,A pointer to the Exif IFD.,""" , SourceOfTag = "" ",Private,""" , Note = """,Also used by HD Photo.,""" } },"
{ 34675,", new TiffTagInfo {IdInteger =",34675,", IdString = """,InterColorProfile,""", ShortDescription = """,ICC profile data.,""" , SourceOfTag = "" ",,""" , Note = """,,""" } },"
{ 34732,", new TiffTagInfo {IdInteger =",34732,", IdString = """,ImageLayer,""", ShortDescription = ""","Defined in the Mixed Raster Content part of RFC 2301, used to denote the particular function of this Image in the mixed raster scheme.",""" , SourceOfTag = "" ",Extended,""" , Note = """, ,""" } },"
